id,depth,square,fold
573f9f58c4,120,0.0,1
4f30a97219,120,0.0,2
12a953a079,121,0.0,3
e6ab700d15,121,0.0,4
25c415e373,121,0.0,0
5936740d48,121,0.0,1
bb9ad7c38d,122,0.0,2
acb95dd7c9,122,0.0,3
b8b3f26ad4,122,0.0,4
f0ea2421f0,122,0.0,0
87986259f0,122,0.0,1
ed7251fc01,125,14397.013528085481,2
e10a1a3e81,126,0.0,3
dae96d99b2,126,0.0,4
0b7459a0af,127,0.0,0
7ab70da99b,127,0.0,1
737e6513c8,127,449.7059111851779,2
63193879b4,127,36946.55278894226,3
7135ca553a,128,0.0,4
96049af037,128,0.0,0
68bad6a787,128,0.0,1
c06ce71f9a,128,0.0,2
a8247ac73a,128,0.0,3
f6e87c1458,128,29198.762376237624,4
bc5ee94de7,128,31896.99784334869,0
21ec084221,128,64622.73943731007,1
fcf5137a10,129,0.0,2
878566ab56,129,1779.550534261347,3
2fd6d25adb,129,10664.454465248506,4
010ee525b6,130,0.0,0
82adfbc0f1,130,0.0,1
1c6f7aac78,130,0.0,2
b3ad13d9e9,131,12116.362121360651,3
82f186d2ac,132,0.0,4
3cd0ce6e18,132,17422.89187334575,0
690514a3e4,133,0.0,1
f5e72111d0,133,0.0,2
20ed65cbf8,134,0.0,3
da84ed2423,135,0.0,4
27a240a570,135,0.0,0
da94055b53,135,0.0,1
6752a6815f,135,0.0,2
1a37af90c1,136,0.0,3
7f0825a2f0,136,29847.62376237624,4
280dcd0b2d,137,0.0,0
566ac48e00,137,20789.261837074795,1
a9fd8e2a06,138,0.0,2
7df36788a9,138,0.0,3
258a5db63e,139,0.0,4
20a0f53112,139,0.0,0
4608c638bd,140,0.0,1
77415e7cda,141,0.0,2
ac931ace49,141,32.12185079894128,3
95f6e2b2d1,141,36985.09900990099,4
0ea5ea6946,142,0.0,0
b33e244157,142,0.0,1
10e1c8e23a,142,0.0,2
6010b9b84d,142,17801.929712773257,3
9ea0525027,142,18444.366728752084,4
5d4dcb9d8b,143,0.0,0
1efe1909ed,143,0.0,1
e44dcaeb74,143,4143.7187530634255,2
8f407b64ae,144,0.0,3
4ca8350f11,144,0.0,4
fadd701a33,144,0.0,0
323882f716,144,231.2773257523772,1
26000ba320,145,0.0,2
2a5805ad13,145,2325.6219978433487,3
04182ced8e,146,0.0,4
b506085af9,146,46004.9147142437,0
3ee1cfb6a6,146,55281.705224977944,1
28f865caaa,147,0.0,2
9a9ff1beca,147,3437.038035486717,3
4f349b5ab8,148,0.0,4
f0ec542987,148,0.0,0
26ec6ef9df,148,3899.5926869914715,1
eaeb630ff4,149,0.0,2
f41a025b6c,149,0.0,3
1925c11fce,149,0.0,4
1a288f27bf,149,0.0,0
8daa7e48d1,149,3873.8952063523184,1
0642bbbc5f,150,0.0,2
f9fc7746fb,150,0.0,3
026b509cd4,150,0.0,4
c43b8533c4,150,0.0,0
6760543d8f,151,0.0,1
b94a5b0bda,151,0.0,2
72ef4718f3,151,0.0,3
f0d15c63c5,151,0.0,4
1167a2bec9,152,0.0,0
a536f382ec,152,0.0,1
026f97575b,152,0.0,2
8c88cf3d22,153,0.0,3
25dc959ebd,153,0.0,4
2b723b8474,153,0.0,0
697f80cece,154,0.0,1
62e72fe39a,154,0.0,2
9128b824e5,155,0.0,3
9aa65d393a,155,0.0,4
e93ddc6ba7,155,0.0,0
a14d2ea3b1,155,0.0,1
b6ebc3831e,155,21740.068620723458,2
852873eb7b,156,0.0,3
cc876896b5,157,0.0,4
1825fadf99,157,0.0,0
6d55cabc8d,157,0.0,1
98f91cd1b8,157,0.0,2
a2a012f128,157,43255.28428585433,3
4285c2ffe8,158,0.0,4
f115ca6981,158,13099.290755808253,0
60dccbc52f,158,14474.10597000294,1
fe85864f8f,159,0.0,2
2fb6791298,159,0.0,3
51870e8500,159,0.0,4
269b6cad0d,160,0.0,0
7f0e67d5ec,161,23834.41329281443,1
cc216a861c,162,0.0,2
164873b51f,162,0.0,3
cd6320c6eb,163,0.0,4
f5d1176e33,163,0.0,0
941d0865da,164,0.0,1
6285015437,164,0.0,2
4654389112,164,0.0,3
8e13060816,164,0.0,4
060cdfded5,165,0.0,0
944b46458e,165,0.0,1
859f623d32,165,0.0,2
d31e3fbfdc,166,0.0,3
96216dae3b,166,20114.70297029703,4
e204511fd2,167,19247.412998725616,0
05a61e5799,167,34646.62827173807,1
d8f80479ac,169,0.0,2
c9695bff51,171,0.0,3
67d3486ac8,171,24733.825115184787,4
f4784e4f1f,172,0.0,0
1b0d74b359,172,0.0,1
53b480e29f,172,0.0,2
94c2d96e56,172,1914.4623076169003,3
c5c4479af6,174,0.0,4
c26d515fdb,174,0.0,0
020678ec1b,174,30149.569159886287,1
6c793e5879,174,56540.88177629644,2
45a7562dbf,175,0.0,3
a35ba23a41,175,0.0,4
9053aa6508,175,65322.99578472699,0
5cefe5b52c,176,0.0,1
b93d143e4b,176,0.0,2
a48b9989ac,176,0.0,3
d9fb5b47e2,176,13818.82021370454,4
cef624f327,177,0.0,0
23a7afcb36,177,0.0,1
6e691f1825,177,0.0,2
a49edf33ae,177,0.0,3
19d821e8e4,177,0.0,4
1306fcee4c,177,0.0,0
a5eedd418a,178,19986.215567101266,1
b637a7621a,179,0.0,2
a562619124,179,44443.79276541516,3
b095375d19,179,61391.281246936574,4
1b9865501f,180,0.0,0
eac822921e,180,0.0,1
776d123d8d,180,63023.07126752279,2
9492db510d,181,0.0,3
b8ee1d8dbd,181,59817.31055778845,4
f26e6cffd6,182,0.0,0
5edb37f5a8,182,0.0,1
3ee4de57f8,182,0.0,2
03eed26d3e,183,0.0,3
1fba03699e,183,3128.668267816881,4
cb4f7abe67,183,64886.13861386139,0
e0bde1cf11,184,0.0,1
9a71e8563b,184,0.0,2
10833853b3,184,0.0,3
440534c8dd,184,642.4370159788256,4
4c43d99f68,184,1284.8740319576511,0
8e93b66386,185,44694.343201646894,1
296de39be2,186,17358.648171747867,2
cc6abe337d,187,0.0,3
5fc8bb94aa,187,41584.94804430938,4
211eb21702,188,0.0,0
c2395da60e,188,0.0,1
8cb6f8581b,188,1766.7017939417703,2
c4f2799234,188,7304.508871679247,3
e05db130be,189,0.0,4
1d2cd614be,190,0.0,0
576fd5de16,191,0.0,1
bb2160921c,191,33952.79629448093,2
1aef65e24b,191,45381.75080874424,3
4986fb6755,192,0.0,4
e51599adb5,192,0.0,0
56ced19ad6,192,4002.3826095480836,1
c69962cd9d,193,0.0,2
e0b6a1211f,193,0.0,3
92d116836e,193,0.0,4
19e749d0b1,193,0.0,0
bdb45f92c7,193,1779.550534261347,1
5f98029612,193,59046.38613861386,2
37251064bd,194,0.0,3
ee0be71990,194,83.51681207724732,4
0dcf4a11a6,194,1798.8236447407116,0
1bfe4907c1,194,7111.7777668856,1
b63b23fdc9,194,62939.55445544554,2
99bc5efa33,195,0.0,3
0977568b54,195,0.0,4
519cc2a871,195,501.100872463484,0
dcb1eee6e3,196,0.0,1
ba4781de48,196,0.0,2
525be73de5,197,0.0,3
89ba98210c,197,0.0,4
a667ba911e,198,0.0,0
8a2dc90df5,198,0.0,1
a653a50dc4,198,0.0,2
6b95bc6c5f,198,0.0,3
3a5e5f4202,198,212.00421527301245,4
b45f9383e9,198,37878.086462111554,0
75c7d3b5a8,199,0.0,1
5f8b4540fd,199,0.0,2
b552fb0d9d,199,0.0,3
423ae1a09c,199,0.0,4
e54c815e85,199,0.0,0
8023f35b58,199,5961.815508283502,1
1a67b08604,200,17172.34143711401,2
a1526d3c6e,200,63260.77296343496,3
9e966d733c,201,4503.4834820115675,4
ac90c088ee,202,0.0,0
d1665744c3,202,0.0,1
f7933b266c,202,0.0,2
f70f3b7b95,202,9707.223311440055,3
f841c6dee7,203,0.0,4
60b3d0d613,203,0.0,0
fe37eddf8e,203,0.0,1
a7b1f4bae1,203,10201.89981374375,2
c0fe58323e,204,0.0,3
7791af3409,204,0.0,4
eec46ec66b,204,20435.921478286444,0
99d3fbf9f1,204,32854.228997157144,1
9fabca6b17,205,0.0,2
d3b6c08868,206,0.0,3
d93d713c55,206,0.0,4
ce31ab9b97,206,0.0,0
be2dd1db16,206,0.0,1
6f438c26f8,206,0.0,2
a86acaf330,206,0.0,3
37df75f3a2,206,0.0,4
547c9d83fd,206,5396.470934222135,0
eabed5b2b4,207,0.0,1
7187f4c02c,207,77.09244191745907,2
3ce657b8f7,207,36715.275463189886,3
fbc98aedc0,208,5068.828056072934,4
768d5f7ade,209,0.0,0
4a5dd4ab45,209,0.0,1
2f8b36c386,209,0.0,2
9718102ef6,209,32603.6785609254,3
e8757626a1,210,0.0,4
7568a9474e,210,1374.8152141946869,0
5a6f57c150,210,49486.92334084894,1
18e2325a5b,211,0.0,2
7769e240f0,211,0.0,3
febd1d2a67,211,51908.91089108911,4
d6b87a521f,212,0.0,0
1c687fea93,213,0.0,1
ae6ea6e613,213,0.0,2
60b7303d20,213,0.0,3
b92b11b3a4,213,0.0,4
d752eaa82a,213,0.0,0
5b3b86341f,213,796.6218998137438,1
6e3c46c2d3,214,0.0,2
a2b7af2907,214,0.0,3
455d05742a,214,0.0,4
1664b6a6d5,214,1246.3278109989217,0
ce06c157c1,214,10246.870404862268,1
565d2342f2,214,20358.829036368985,2
ad49962b22,215,0.0,3
921b60e76d,215,51.39496127830605,4
f0e7e06354,215,29821.926281737084,0
a5833d6cc4,216,0.0,1
8d9b8d724a,216,0.0,2
f65a52f375,217,0.0,3
d4d964f62d,217,0.0,4
46dd77ede5,217,38.546220958729535,0
9e8e175c01,217,591.0420547005195,1
7576015468,217,860.8656014116264,2
9cbd5ddba4,218,0.0,3
4433b159db,218,0.0,4
0f4637e4b7,218,0.0,0
465f93cd9c,219,0.0,1
e88b8de75c,219,0.0,2
3ee87f1ea6,219,14082.219390255857,3
6c91546a57,220,0.0,4
c72c5ee731,220,0.0,0
73f58ba609,220,0.0,1
c1f92fd149,220,6.424370159788256,2
a58d3b12bc,221,0.0,3
b0a18e86c7,221,0.0,4
fa25724a62,221,0.0,0
cef03959d8,221,3244.3069306930693,1
48d81e93d9,221,31640.023036957162,2
69bb149e2d,222,0.0,3
5f1aa014c5,222,0.0,4
705eb5d67a,222,0.0,0
8b4189c2a4,222,18360.849916674837,1
5f8f40ce31,223,0.0,2
9458b40464,223,0.0,3
41e2137184,223,5807.630624448583,4
7555f79a2c,223,22003.467797274778,0
711e8ac5ba,224,0.0,1
7977cbab6f,224,0.0,2
176ad39bc7,224,17731.261641015586,3
a4c734f1a8,224,49107.88550142143,4
e7e9165d9b,225,0.0,0
66073ddce1,225,15392.790902852661,1
7c6221dbb8,226,0.0,2
dd5a90cf89,226,36201.32585040682,3
590f7ae6e7,227,0.0,4
e7a5e5e55f,227,0.0,0
9260b4f758,227,0.0,1
40ccdfe09d,227,0.0,2
bfbea83faa,227,26866.716008234485,3
60584b31d8,227,28202.985001470443,4
b6e57d954e,227,48009.31820409764,0
96f8fd0d4b,228,0.0,1
e3755d5769,228,0.0,2
44f2ea3584,228,1072.8698166846389,3
a93c251217,229,0.0,4
918548e472,229,0.0,0
6e409af2cb,230,0.0,1
96d1d6138a,230,0.0,2
d7196745e5,230,0.0,3
0a18b314fc,230,0.0,4
e5c26c8634,230,0.0,0
51e82eaa5b,230,0.0,1
6493c2cbab,230,0.0,2
6fe2b681e4,230,713.1050877364964,3
86866ba71d,230,17936.84148612881,4
c20069b110,231,0.0,0
aae8971d6e,231,2004.403489853936,1
911efbb175,231,26333.49328497206,2
edfe5ae3ef,232,0.0,3
9c30bb0a5f,232,0.0,4
e24e9afdd1,232,0.0,0
25f2e30c66,232,0.0,1
9b3d4b0379,232,0.0,2
bebf415bd1,232,1233.479070679345,3
fc6e9d0385,232,10022.017449269679,4
74d7a9df8b,234,18996.862562493872,0
7fc1ce1cb4,234,22273.291343985882,1
99b602dde4,234,44341.00284285854,2
5d752d6d4a,235,0.0,3
25845ace3d,235,0.0,4
09ee5831f4,235,2871.6934614253505,0
97970b5e2c,235,4368.571708656014,1
0cc3c31d1a,235,23628.833447701207,2
4b72e35b8b,235,27412.78747181649,3
b07d4da735,236,0.0,4
c66a8f70e4,236,0.0,0
c3589905df,236,0.0,1
c78c89577c,236,6.424370159788256,2
b8236d92ff,236,8261.740025487697,3
b911d46acb,237,0.0,4
33ba7dd9a1,237,0.0,0
228f9cee2e,237,0.0,1
4079c73376,237,58500.31467503186,2
74fa9386ae,238,0.0,3
4a27de03fc,238,34055.58621703755,4
f8f7ed86fc,239,0.0,0
8db0a68a4c,239,2518.3531026369965,1
1c20fc4477,239,27155.812665424957,2
74ab2a9b1a,240,0.0,3
077cb8696f,240,0.0,4
2bd913a165,240,57677.99529457896,0
154948ae6d,241,0.0,1
6c6c1cbae9,241,0.0,2
d68c08baec,241,109.21429271640035,3
0f613bd191,241,2903.8153122242916,4
99ee31b5bc,241,39580.544554455446,0
6150f39f8d,242,0.0,1
6d03f91961,242,0.0,2
8ca267be2b,242,0.0,3
84bd944c62,242,179.88236447407118,4
809ce44053,242,963.6555239682384,0
6d2a5a2fe2,242,2691.811096951279,1
3f2865df45,242,34845.7837466915,2
c59e5f46c0,242,51587.6923830997,3
b92ff69b44,243,0.0,4
d916ac7864,243,27689.03538868738,0
498d327724,244,0.0,1
e02ae4f371,245,0.0,2
52ae147d60,245,0.0,3
bb1743a571,245,0.0,4
56ac5605d2,245,0.0,0
fc87224914,245,3353.5212234094697,1
fb17f161d1,245,63196.52926183707,2
58ad72a266,245,65528.57562984021,3
444dcc147b,246,10111.958631506715,4
e80ac14b0f,247,0.0,0
ac6055e7ce,247,912.2605626899324,1
e2dd6ebd6b,247,7715.668561905695,2
a12cbb17e5,247,8634.353494755416,3
c72b546073,247,16902.5178904029,4
7e9e46174c,247,33605.88030585237,0
a19163fc11,248,0.0,1
b9fb7882a0,248,2158.588373688854,2
70c082d59e,248,5589.202039015783,3
eac3fb300e,248,40929.66228801098,4
759b3aaa22,249,0.0,0
633c7d5c80,249,0.0,1
e0da89ce88,250,0.0,2
efe3043924,250,6.424370159788256,3
ae61c09508,250,6886.924811293011,4
de95e861ac,251,0.0,0
fefe01ac32,251,0.0,1
2b2fc71ee1,251,5210.164199588276,2
4d58e8d8ff,251,7131.050877364964,3
f807851f5a,251,8120.4038819723555,4
792929a4c8,251,12418.307518870699,0
2fa330e8fd,252,0.0,1
99817a653e,252,0.0,2
c4adb6e891,252,0.0,3
c02071548b,252,65490.029408881484,4
e4c8dc59fa,253,0.0,0
3fc79d2ece,253,0.0,1
9090f8f97b,253,9520.916576806196,2
1d2382ac3f,254,0.0,3
088a402727,255,0.0,4
b852505678,256,0.0,0
a9ab1afe01,256,27701.88412900696,1
4776354474,257,25459.778943240857,2
f4638e7428,257,53579.24713263405,3
475fafb8e2,258,0.0,4
b7dc0d87fd,258,0.0,0
d3f3db7bd1,258,0.0,1
ba1ae7a6c7,258,0.0,2
9b450671aa,259,0.0,3
c79d52ffc3,259,0.0,4
857f570585,259,0.0,0
b40844d201,259,6353.702088030585,1
42758bb41a,259,9488.794726007254,2
9a4b15919d,259,19465.841584158417,3
d8bed49320,260,0.0,4
4329ab8cf6,260,0.0,0
2f00b33427,260,558.9202039015782,1
a89d1999ec,260,7394.450053916283,2
e843caea8f,260,32867.07773747672,3
fc1ca2fbc8,260,34106.98117831585,4
368767c9fd,261,0.0,0
ad297bfd03,261,0.0,1
0243477802,261,0.0,2
af84304233,261,20056.883638858937,3
fb3392fee0,261,53206.63366336634,4
dbb4b51e4a,262,0.0,0
ae96972c1a,262,0.0,1
2f3eff4192,262,0.0,2
f2d668f7e7,262,0.0,3
877f9dd0a7,262,0.0,4
c100d07aa9,262,0.0,0
992572448c,262,8846.35771002843,1
e2f397d206,262,10548.815802372317,2
268baf2d43,262,20975.568571708656,3
f057258486,263,0.0,4
5c616dea00,263,0.0,0
1a4ffa4415,263,0.0,1
deec7bb4d9,263,0.0,2
49a90688bf,263,5319.378492304676,3
4d6121dae0,263,31042.556612096854,4
21d01a8e82,264,0.0,0
26ae98fddb,264,0.0,1
5aca18a605,264,0.0,2
725a0ae373,264,61757.47034604451,3
aa56279e8f,265,0.0,4
cd1b2e49f4,265,4368.571708656014,0
9385125b12,266,0.0,1
f0190fc4b4,266,0.0,2
90d2cdb32d,266,0.0,3
a8be31a3c1,266,0.0,4
60698e8fd2,266,4207.962454661308,0
66eeb09788,266,4304.328007058131,1
c78996aa02,266,7805.609744142731,2
f429b8e6f8,266,8422.349279482403,3
cd6140444f,267,0.0,4
5ff89814f5,268,0.0,0
5a7a933a05,268,0.0,1
182ea1798b,268,9206.12243897657,2
d606f4a578,268,15861.769924517204,3
851498c095,269,24470.425938633467,4
459396b418,270,0.0,0
c385af3da9,270,0.0,1
085e7a048e,270,2743.2060582295853,2
d70a2f1f23,270,4567.72718360945,3
c4b4099179,270,16523.480050975395,4
3501da04b2,271,0.0,0
51e8e6bfc4,271,0.0,1
4b9862566c,271,32.12185079894128,2
3371d166f0,271,256.97480639153025,3
bd7b74689d,271,873.7143417312028,4
3cf0203cfb,272,0.0,0
213e0a9f7b,272,0.0,1
0a31d7553c,273,0.0,2
a92f49d2d9,273,0.0,3
edc9fb3512,273,0.0,4
c9142b341c,273,950.8067836486618,0
ef03d3e2fa,273,10311.11410646015,1
665e84dc42,273,20557.98451132242,2
5ecf1f5cb4,273,44720.04068228605,3
dc4bf302e8,273,61339.88628565827,4
0937b1df3f,274,31582.203705519067,0
56a4e5c1e5,274,35475.37202235075,1
91b91fd79b,274,46114.1290069601,2
dc4a1c9a30,275,13889.48828546221,3
9447159eb7,275,22260.442603666306,4
77420e5628,276,1625.3656504264288,0
bfcd0fb5ac,276,6655.647485540633,1
5c51c23a7b,276,19870.576904225076,2
a35792b156,276,28305.774924027057,3
1d80de2ec9,277,0.0,4
ed52743a1b,277,0.0,0
e0dade9896,277,0.0,1
1277f1a611,277,0.0,2
5b86544456,277,0.0,3
54cb8bdbe2,277,7330.206352318401,4
e6caf5eb81,277,7394.450053916283,0
42a3baf571,277,38629.73777080679,1
27f6632fd1,278,0.0,2
28ca5ff16f,278,9302.487991373395,3
f712d8b870,279,892.9874522105675,4
9bdfa54912,279,3212.185079894128,0
212ba67b51,279,28973.909420645035,1
40d01e18a0,280,0.0,2
f2ffcf3de5,281,0.0,3
a0ea88f6a5,281,0.0,4
e021227dbd,281,0.0,0
84af757738,281,0.0,1
680ce5b666,281,2158.588373688854,2
cd6ed7690d,281,2460.5337711989023,3
7aebdeb9a7,281,26179.308401137143,4
a774562f5e,282,0.0,0
ad76d4cd21,282,38.546220958729535,1
a7fa6dd049,282,3828.9246152338005,2
5cf1f1e7f0,282,30772.733065385746,3
0a1742c740,282,38417.73355553377,4
5d7424eab2,282,45137.624742672284,0
fadd6aa446,283,37267.77129693167,1
43ec939286,283,44424.51965493579,2
289af097b0,284,33278.23742770316,3
645abba5ec,284,51208.654543672186,4
78be8270bb,284,53431.48661895892,0
143eefe05a,285,0.0,1
617c746fca,285,44758.58690324478,2
868e7a70ae,286,0.0,3
c9ff0d072b,286,0.0,4
3c1097c378,286,1072.8698166846389,0
92cc29d923,287,0.0,1
90194208b9,287,0.0,2
edd5fc6648,287,8049.7358102146845,3
c8404c2d4f,288,0.0,4
33f32ff406,288,0.0,0
3d0f8c81ce,288,0.0,1
db0238e5c7,288,0.0,2
09e29fbb74,288,0.0,3
5bb976391e,288,0.0,4
b71915a0fe,288,1741.0043133026174,0
1c8f6881ac,288,9540.18968728556,1
2bfa664017,288,10985.672973237917,2
5448c46aac,288,33496.66601313597,3
fa2ebd1083,289,501.100872463484,4
a12d2c10a9,289,770.9244191745908,0
57e0cff707,289,7330.206352318401,1
9a478d8cf2,290,0.0,2
a7b918d80e,290,7882.70218606019,3
2a6477aee8,290,16748.333006567984,4
e366f9d62b,290,50546.944417214,0
8320911258,290,58249.76423880012,1
d6437d0c25,291,0.0,2
a8aeef5395,291,0.0,3
bcae7b57ec,291,0.0,4
afd0b385f2,291,102.7899225566121,0
734df57cdf,291,16305.051465542594,1
b10fa280bf,291,30612.12381139104,2
276807c93b,291,41790.52788942261,3
7c99d1c1eb,292,0.0,4
824152cf1c,292,1194.9328497206156,0
24c102ca1f,292,5807.630624448583,1
287b0f197f,294,0.0,2
ad93d35798,294,0.0,3
76ae1014bd,294,0.0,4
be9ce6a9d7,294,7375.176943436918,0
84eb2c400b,294,15450.610234290756,1
93a1541218,294,47366.88118811881,2
9fbd3ca3b5,295,0.0,3
a19dbb48cd,296,0.0,4
f57cb32d6d,296,0.0,0
97b058f254,296,0.0,1
308a9348e0,296,0.0,2
c4ee594685,296,48799.51573375159,3
48b8dda801,297,0.0,4
c7f54785b8,297,179.88236447407118,0
8ca104baef,297,1162.8109989216744,1
2f746f8726,297,38931.683168316835,2
7de09d894b,297,53457.18409959808,3
e667f4d290,298,0.0,4
3ced3ed63e,298,18264.48436427801,0
c576ef893a,298,30143.1447897265,1
24522ec665,298,53855.49504950495,2
1bebafb9f3,300,0.0,3
1019e6ed47,300,0.0,4
7a6d32bcae,300,687.4076070973434,0
d3034e7a60,300,751.6513086952259,1
fa752c35ca,300,64982.50416625821,2
f566a7cbc6,301,0.0,3
38dfaadc68,301,0.0,4
932529c83d,301,0.0,0
f4f0fd932e,301,19452.992843838838,1
e92f67b3c7,301,26648.287422801684,2
89e7c93d0c,301,27239.329477502204,3
8811181716,301,31697.842368395257,4
97a653e83c,301,32513.737378688365,0
ea1332b03d,302,0.0,1
7488e076ca,302,0.0,2
cd2046479c,302,2312.7732575237724,3
748f8f4106,302,8679.324085873934,4
4ebed82264,302,9373.156063131066,0
af71ca4ab3,302,16774.030487207136,1
ee5e9e4570,302,37081.46456229781,2
5701bbfe46,303,0.0,3
6348c487a4,303,0.0,4
d30ad7d936,303,22119.106460150964,0
6a105e7555,303,46062.7340456818,1
312c4ce754,304,0.0,2
b355ed119c,304,0.0,3
cafb1294ae,304,0.0,4
3577258d6b,304,0.0,0
1c78d88cb8,304,0.0,1
9fdb6afc56,304,1349.1177335555337,2
05d9351a35,304,9938.500637192432,3
f1e4acdd7b,304,38520.523478090385,4
cabe5c94b2,304,53078.14626017057,0
ceeaafc4fc,305,0.0,1
f59821d067,305,36149.93088912852,2
4bc87727b5,305,39381.38907950201,3
28948eeb9c,306,0.0,4
a826a7a9a4,306,0.0,0
4bd876a71c,306,0.0,1
efec1f093e,306,0.0,2
c307912941,306,0.0,3
4ac19fb269,306,25273.472208607,4
5e3c2aa2bb,307,0.0,0
11a14b9fcd,307,379.0378394275071,1
9819277faa,307,2113.617782570336,2
0532916483,307,7150.323987844329,3
08f3346b8a,307,12032.845309283404,4
44d745a704,307,19517.23654543672,0
1ee0d5b4d0,307,43724.26330751887,1
569f85c4ce,308,0.0,2
f625984494,308,0.0,3
5e95137d5f,308,0.0,4
0ce8a6ae62,308,14583.32026271934,0
c6612326fa,308,42259.50691108715,1
05be526826,308,62290.69306930693,2
3d339265c4,309,0.0,3
4d9b845652,309,0.0,4
25e4b6fd77,309,1850.2186060190177,0
ce14d335bf,309,41032.45221056759,1
b3f6affa39,309,55930.566611116556,2
52a0f74bfe,310,0.0,3
6636021b35,310,848.0168610920498,4
5d600057f5,310,3167.2144887756103,0
26808abb2d,310,37229.22507597294,1
7716aa7b58,311,0.0,2
7588e9645a,311,8358.10557788452,3
bfb0e22b53,311,24676.005783746692,4
